Time_s,GateDisplacement_cm,LiftSpeed_cm_per_s
0,-0,-0
0.0166833334107643,-0,-0
0.0333666668215285,-0,-0
0.0500500002322928,-0,-0
0.0667333336430571,-0,-0
0.0834166670538214,-0,-0
0.100100000464586,-0,-0
0.11678333387535,-0,-0
0.133466667286114,-0,-0
0.150150000696878,-0,-0
0.166833334107643,-0,-0
0.183516667518407,-0,-0
0.200200000929171,-0,-0
0.216883334339936,-0,-0
0.2335666677507,-0,-0
0.250250001161464,-0,-0
0.266933334572228,-0,-0
0.283616667982993,-0,-0
0.300300001393757,-0,-0
0.316983334804521,-0,-0
0.333666668215285,-0,-0
0.35035000162605,-0,-0
0.367033335036814,-0,0.0361956882016074
0.383716668447578,-0,0.108587064604831
0.400400001858343,-0,0.180978441008055
0.417083335269107,-0,0.253369817411269
0.433766668679871,-0,0.361956882016101
0.450450002090635,-0,0.542935323024146
0.4671333355014,0.0144927536231876,0.760109452233799
0.483816668912164,0.0289855072463776,1.01347926964507
0.500500002322928,0.0434782608695652,1.33924046345955
0.517183335733692,0.0579710144927528,1.70119734547565
0.533866669144457,0.0869565217391304,2.06315422749174
0.550550002555221,0.130434782608696,2.42511110950784
0.567233335965985,0.173913043478261,2.75087230332233
0.583916669376749,0.231884057971014,3.0404378089352
0.600600002787514,0.304347826086957,3.33000331454807
0.617283336198278,0.376811594202899,3.65576450836256
0.633966669609042,0.44927536231884,3.98152570217704
0.650650003019807,0.521739130434783,4.27109120778991
0.667333336430571,0.594202898550726,4.56065671340279
0.684016669841335,0.666666666666666,4.77783084261245
0.700700003252099,0.739130434782609,4.88641790721728
0.717383336662864,0.826086956521739,4.9588092836205
0.734066670073628,0.91304347826087,5.03120066002372
0.750750003484392,1.01449275362319,5.06739634822533
0.767433336895156,1.11594202898551,5.03120066002371
0.784116670305921,1.20289855072464,4.9950049718221
0.800800003716685,1.28985507246377,4.9950049718221
0.817483337127449,1.3768115942029,4.9588092836205
0.834166670538214,1.46376811594203,4.85022221901567
0.850850003948978,1.53623188405797,4.66924377800762
0.867533337359742,1.59420289855073,4.48826533699957
0.884216670770506,1.66666666666667,4.37967827239474
0.900900004181271,1.73913043478261,4.30728689599152
0.917583337592035,1.81159420289855,4.23489551958829
0.934266671002799,1.8695652173913,4.19869983138669
0.950950004413563,1.92753623188406,4.2348955195883
0.967633337824328,2,4.34348258419313
0.984316671235092,2.07246376811594,4.45206964879796
1.00100000464586,2.14492753623188,4.52446102520118
1.01768333805662,2.21739130434783,4.59685240160439
1.03436667146738,2.30434782608696,4.70543946620922
1.05105000487815,2.39130434782609,4.85022221901566
1.06773333828891,2.47826086956522,4.9588092836205
1.08441667169968,2.56521739130435,5.03120066002371
1.10110000511044,2.65217391304348,5.10359203642694
1.11778333852121,2.73913043478261,5.13978772462854
1.13446667193197,2.82608695652174,5.10359203642693
1.15115000534273,2.91304347826087,5.03120066002371
1.1678333387535,3,4.9588092836205
1.18451667216426,3.08695652173913,4.88641790721728
1.20120000557503,3.17391304347826,4.81402653081406
1.21788333898579,3.2463768115942,4.77783084261244
1.23456667239656,3.31884057971014,4.74163515441084
1.25125000580732,3.39130434782609,4.66924377800762
1.26793333921808,3.46376811594203,4.59685240160439
1.28461667262885,3.53623188405797,4.52446102520118
1.30130000603961,3.60869565217391,4.45206964879796
1.31798333945038,3.69565217391304,4.41587396059635
1.33466667286114,3.76811594202899,4.45206964879796
1.35135000627191,3.84057971014493,4.52446102520118
1.36803333968267,3.91304347826087,4.56065671340279
1.38471667309343,3.98550724637681,4.56065671340279
1.4014000065042,4.05797101449275,4.56065671340279
1.41808333991496,4.1304347826087,4.52446102520119
1.43476667332573,4.21739130434783,4.48826533699957
1.45145000673649,4.30434782608696,4.45206964879796
1.46813334014726,4.3768115942029,4.41587396059636
1.48481667355802,4.44927536231884,4.41587396059635
1.50150000696878,4.52173913043478,4.41587396059636
1.51818334037955,4.59420289855073,4.41587396059636
1.53486667379031,4.66666666666667,4.37967827239475
1.55155000720108,4.72463768115942,4.34348258419313
1.56823334061184,4.79710144927536,4.37967827239473
1.58491667402261,4.8695652173913,4.45206964879796
1.60160000743337,4.94202898550725,4.52446102520118
1.61828334084413,5.01449275362319,4.59685240160439
1.6349666742549,5.08695652173913,4.66924377800762
1.65165000766566,5.17391304347826,4.74163515441084
1.66833334107643,5.26086956521739,4.77783084261245
1.68501667448719,5.34782608695652,4.77783084261244
1.70170000789796,5.43478260869565,4.77783084261245
1.71838334130872,5.52173913043478,4.77783084261245
1.73506667471948,5.60869565217391,4.77783084261244
1.75175000813025,5.68115942028986,4.74163515441084
1.76843334154101,5.7536231884058,4.66924377800763
1.78511667495178,5.82608695652174,4.5968524016044
1.80180000836254,5.89855072463768,4.52446102520118
1.81848334177331,5.97101449275362,4.45206964879797
1.83516667518407,6.04347826086957,4.37967827239474
1.85185000859483,6.11594202898551,4.37967827239474
1.8685333420056,6.18840579710145,4.45206964879796
1.88521667541636,6.26086956521739,4.48826533699957
1.90190000882713,6.33333333333333,4.48826533699957
1.91858334223789,6.40579710144927,4.48826533699957
1.93526667564866,6.47826086956522,4.48826533699957
1.95195000905942,6.56521739130435,4.48826533699956
1.96863334247018,6.65217391304348,4.48826533699956
1.98531667588095,6.72463768115942,4.52446102520118
